"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date","name","email","phone.number","credit_card"
"Resort Hotel",1,358,2017,"July",30,29,4,6,2,2,0,"HB","GBR","Online TA","TA/TO",0,0,0,"G","G",2,"No Deposit",240,NA,0,"Transient",266.6,0,0,"Canceled","2016-11-24","Steven Carter","Steven.Carter13@att.com","944-841-9067","************2403"
"Resort Hotel",1,87,2017,"August",32,11,2,5,2,1,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",241,NA,0,"Transient",229.52,0,2,"Canceled","2017-05-18","Kristen Evans","KristenEvans@xfinity.com","626-717-5114","************9434"
"City Hotel",1,353,2015,"October",41,5,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Contract",62,0,0,"Canceled","2015-01-01","Richard Morales","RMorales30@mail.com","250-394-9369","************3097"
"Resort Hotel",1,150,2016,"August",32,1,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",162.86,0,0,"Canceled","2016-06-07","Amber Carter","Carter.Amber@att.com","390-867-2985","************6956"
"City Hotel",1,290,2015,"August",32,3,1,3,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit",1,NA,0,"Transient-Party",62,0,0,"Canceled","2015-07-06","Amy Wallace","Amy_Wallace83@protonmail.com","611-092-1931","************9405"
"City Hotel",1,53,2016,"February",9,27,2,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",3,"No Deposit",9,NA,0,"Transient",84.3,0,2,"Canceled","2016-02-01","Rachel Carrillo","Rachel.C@outlook.com","786-830-4861","************1859"
"Resort Hotel",0,69,2017,"August",35,27,2,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",190,0,2,"Check-Out","2017-08-30","Alexa Ortiz","AOrtiz@outlook.com","584-336-3899","************9187"
"City Hotel",1,156,2017,"April",17,26,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",37,NA,0,"Transient",100,0,0,"Canceled","2016-11-21","Teresa Davis","Teresa.Davis@hotmail.com","843-332-6371","************1260"
"City Hotel",1,45,2017,"February",5,4,1,1,2,0,0,"SC","KOR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",79.2,0,1,"Canceled","2017-01-03","Robin Hunter","RHunter@comcast.net","423-311-5376","************6779"
"City Hotel",0,118,2016,"October",44,29,2,1,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",104.4,0,1,"Check-Out","2016-11-01","Veronica Combs","Combs_Veronica77@yandex.com","442-460-5798","************1900"
"Resort Hotel",0,7,2016,"October",44,24,1,4,2,1,1,"HB","PRT","Online TA","TA/TO",0,0,0,"A","C",2,"No Deposit",240,NA,0,"Transient-Party",119,0,3,"Check-Out","2016-10-29","Brandon Harris","Brandon_Harris@yandex.com","254-790-2340","************9322"
"City Hotel",1,221,2016,"August",33,12,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",6,NA,147,"Transient-Party",80,0,0,"Canceled","2016-06-16","Kathy Rose","KathyRose@yandex.com","383-275-3969","************3475"
"City Hotel",0,3,2015,"October",42,12,1,0,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit",NA,40,0,"Transient",65,0,0,"Check-Out","2015-10-13","Jacqueline Adams","Jacqueline.Adams57@hotmail.com","759-711-7699","************4266"
"City Hotel",0,44,2017,"March",12,19,2,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",100.3,0,0,"Check-Out","2017-03-24","Courtney Lee","CLee@yahoo.com","600-771-4493","************9077"
"Resort Hotel",0,128,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"D","D",0,"No Deposit",NA,NA,97,"Transient-Party",325,0,1,"Check-Out","2017-01-01","Sherry Webb","SWebb49@protonmail.com","655-325-6507","************6498"
"Resort Hotel",0,113,2016,"April",18,28,2,3,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",177,NA,0,"Transient",43.4,0,0,"Check-Out","2016-05-03","Julie Franklin","Julie.F@protonmail.com","330-157-9761","************3016"
"City Hotel",1,301,2015,"August",33,14,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund",6,NA,0,"Transient-Party",101.5,0,0,"Canceled","2015-07-06","Christopher Bell","Christopher_Bell@yandex.com","286-980-5818","************5979"
"Resort Hotel",0,47,2017,"March",12,20,1,4,1,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",91,NA,0,"Transient-Party",48.5,0,0,"Check-Out","2017-03-25","Katherine Hunt","KHunt76@att.com","561-274-6832","************3593"
"City Hotel",1,28,2015,"August",32,3,1,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",1,NA,0,"Transient-Party",62,0,0,"Canceled","2015-07-31","Kenneth Lane","KLane93@gmail.com","390-177-6846","************9267"
"City Hotel",0,323,2016,"May",21,17,0,4,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",3,NA,0,"Transient-Party",112,0,1,"Check-Out","2016-05-21","Bryan Smith","BSmith@yandex.com","899-018-6776","************2814"
"City Hotel",0,3,2016,"April",14,1,0,2,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",8,NA,0,"Transient",156,1,2,"Check-Out","2016-04-03","Sharon Herrera","Sharon_Herrera59@aol.com","928-547-9110","************8353"
"City Hotel",1,202,2016,"October",43,22,2,1,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",109.8,0,0,"Canceled","2016-07-16","Jessica Hinton","Hinton_Jessica14@yandex.com","387-922-7653","************1837"
"City Hotel",0,208,2017,"August",31,2,0,1,2,0,0,"HB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",30,NA,0,"Transient-Party",157,0,1,"Check-Out","2017-08-03","Michelle Malone","Malone.Michelle78@hotmail.com","205-242-7908","************4622"
"Resort Hotel",0,146,2016,"May",19,6,2,2,1,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","C",0,"No Deposit",240,NA,0,"Transient-Party",44.1,0,0,"Check-Out","2016-05-10","Keith Hernandez","Hernandez.Keith@zoho.com","282-651-2884","************4415"
"City Hotel",0,3,2016,"April",17,18,1,1,1,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",6,NA,0,"Transient-Party",70,0,0,"Check-Out","2016-04-20","Terrance Robles","Terrance.Robles70@xfinity.com","695-089-1778","************4322"
"City Hotel",0,55,2016,"April",15,3,2,1,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit",28,NA,0,"Transient-Party",75,0,1,"Check-Out","2016-04-06","Kelly Castillo","Castillo.Kelly@gmail.com","210-267-5802","************6281"
"Resort Hotel",0,27,2017,"April",14,2,2,0,2,0,0,"BB","CN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",82,1,0,"Check-Out","2017-04-04","Gabriela Goodman","Goodman_Gabriela@zoho.com","367-442-8458","************1423"
"City Hotel",0,295,2017,"June",25,24,2,2,2,1,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit",16,NA,0,"Transient",111.6,0,0,"Check-Out","2017-06-28","Daniel Ramos","Daniel.Ramos@comcast.net","137-509-1803","************4501"
"City Hotel",1,186,2017,"May",22,30,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",19,NA,0,"Transient",130,0,0,"Canceled","2016-11-25","Lynn Harper","Lynn_Harper@mail.com","736-947-3649","************7493"
"Resort Hotel",0,118,2016,"December",52,19,1,4,2,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient-Party",39.8,0,1,"Check-Out","2016-12-24","Jose David","Jose.D@aol.com","696-328-2715","************9079"
"City Hotel",0,23,2017,"June",26,25,2,0,1,0,0,"BB","DEU","Corporate","Corporate",0,0,0,"A","A",2,"No Deposit",NA,NA,0,"Transient",110,0,1,"Check-Out","2017-06-27","Angela Wallace","AWallace@xfinity.com","824-257-7368","************2206"
"Resort Hotel",0,141,2016,"August",32,3,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",242,NA,0,"Transient",128,0,2,"Check-Out","2016-08-10","Robert Williams","Williams.Robert@xfinity.com","722-529-0678","************1331"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",52,NA,33,"Transient-Party",224.67,0,0,"Check-Out","2015-09-26","Juan Smith","Juan_Smith42@att.com","886-592-7254","************8339"
"Resort Hotel",1,71,2015,"July",31,29,1,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",134,0,0,"Canceled","2015-05-23","Jill Rowe","JRowe@att.com","499-209-2431","************8146"
"City Hotel",1,156,2017,"April",17,26,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",37,NA,0,"Transient",100,0,0,"Canceled","2016-11-21","Evelyn Smith","Evelyn.Smith@zoho.com","222-182-1595","************7145"
"City Hotel",0,75,2015,"December",50,7,1,2,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit",28,NA,0,"Transient",60,0,0,"Check-Out","2015-12-10","John Hooper","JHooper67@protonmail.com","118-457-6573","************5646"
"Resort Hotel",0,72,2017,"May",20,16,2,5,2,0,1,"HB","ROU","Direct","Direct",0,0,0,"C","C",2,"No Deposit",250,NA,0,"Transient",151.14,0,0,"Check-Out","2017-05-23","Melissa Mack","MMack@xfinity.com","123-002-5281","************1486"
"City Hotel",0,17,2015,"November",46,8,0,0,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit",14,NA,0,"Transient",0,0,0,"Check-Out","2015-11-08","Gregory Smith","GSmith@zoho.com","136-129-6001","************8408"
"City Hotel",0,56,2015,"September",39,25,2,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","E",0,"No Deposit",44,NA,0,"Transient-Party",185,0,0,"Check-Out","2015-09-29","Dr. Tammy Smith","Dr.Smith@yandex.com","879-739-2357","************7451"
"City Hotel",1,410,2017,"May",19,9,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",229,NA,0,"Transient",90,0,0,"Canceled","2016-04-17","Mr. Andres Orr","Orr_Mr.@verizon.com","910-508-8485","************3736"
"City Hotel",1,344,2016,"June",25,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",1,NA,0,"Transient",62,0,0,"Canceled","2015-10-21","Parker Sanchez","Parker_S@att.com","249-687-3624","************5129"
"City Hotel",0,85,2016,"June",27,26,2,4,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",108.3,0,1,"Check-Out","2016-07-02","Deborah Schroeder","Deborah.Schroeder@verizon.com","563-584-6132","************6440"
"Resort Hotel",1,7,2016,"May",22,27,0,1,1,0,0,"HB","PRT","Groups","Corporate",0,0,0,"A","A",0,"Non Refund",NA,20,0,"Transient",58,0,0,"Canceled","2016-05-25","Leah Pearson","LPearson@mail.com","814-264-5623","************3507"
"Resort Hotel",0,47,2015,"October",43,19,1,4,2,0,0,"HB","ESP","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NA,NA,47,"Transient-Party",76.8,0,0,"Check-Out","2015-10-24","Bethany Dunn","Bethany_D91@mail.com","130-688-1610","************9113"
"City Hotel",1,38,2017,"April",14,3,1,4,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",140,0,0,"Canceled","2017-03-16","Bradley Wright","Bradley.Wright15@gmail.com","640-713-2670","************2844"
"City Hotel",1,24,2017,"January",2,13,0,2,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",79.5,0,1,"Canceled","2016-12-28","Patricia Davis","Patricia_Davis78@verizon.com","371-098-6776","************8752"
"City Hotel",1,359,2015,"October",42,11,2,0,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund",1,NA,0,"Transient",60,0,0,"Canceled","2015-01-30","Jennifer Mcfarland","Jennifer.Mcfarland27@protonmail.com","313-721-5946","************1676"
"Resort Hotel",0,80,2017,"July",29,17,1,1,3,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","B",2,"No Deposit",241,NA,0,"Transient",221.6,0,2,"Check-Out","2017-07-19","Kenneth Thomas","KennethThomas74@protonmail.com","642-609-9763","************1949"
"City Hotel",0,0,2015,"September",36,3,0,3,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Contract",121.33,0,0,"Check-Out","2015-09-06","Robert Brown","Brown_Robert@zoho.com","920-886-4089","************2188"
"Resort Hotel",0,109,2017,"August",31,4,2,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",240,NA,0,"Transient",266,0,2,"Check-Out","2017-08-08","David Parker","Parker_David86@xfinity.com","332-221-7991","************6217"
"City Hotel",0,119,2015,"August",33,13,0,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit",9,NA,0,"Transient-Party",76.5,1,2,"Check-Out","2015-08-16","Jeffrey Castillo","JeffreyCastillo@protonmail.com","238-519-7521","************6042"
"Resort Hotel",1,33,2016,"May",23,31,2,5,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit",240,NA,0,"Transient",162.71,0,0,"Canceled","2016-05-04","Julia Reeves","Julia_R77@aol.com","583-273-7066","************6008"
"City Hotel",1,49,2017,"May",18,4,2,5,1,0,0,"SC","CHN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",120.69,0,0,"Canceled","2017-04-11","Megan Ellis","MEllis@mail.com","800-660-8651","************8174"
"City Hotel",0,8,2016,"November",47,15,0,2,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit",NA,NA,0,"Transient",90,0,0,"Check-Out","2016-11-17","Haley Bailey","HBailey65@aol.com","904-535-0833","************3229"
"Resort Hotel",0,2,2016,"October",43,19,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","E",1,"No Deposit",240,NA,0,"Transient",75,0,1,"Check-Out","2016-10-20","Diane Porter","Diane_P@yahoo.com","267-911-7032","************1376"
"City Hotel",0,50,2015,"August",35,25,0,4,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",1,NA,0,"Transient-Party",0,0,0,"Check-Out","2015-08-29","Victoria Guzman","Victoria_G@yahoo.com","302-558-6663","************1849"
"City Hotel",1,11,2017,"January",2,10,0,1,2,0,0,"SC","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",79.5,0,1,"Canceled","2017-01-10","Rebecca Barnett","Rebecca.B@verizon.com","705-798-3348","************6304"
"City Hotel",1,320,2017,"July",29,19,0,2,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"B","B",1,"No Deposit",9,NA,0,"Transient",93.64,0,1,"Canceled","2017-07-12","William Nelson","Nelson.William@mail.com","562-090-1035","************8843"
"City Hotel",0,25,2015,"July",31,27,1,1,1,0,0,"BB","ESP","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",1,NA,0,"Transient-Party",0,0,0,"Check-Out","2015-07-29","Elizabeth Young","EYoung@aol.com","863-446-4064","************8296"
"Resort Hotel",0,542,2016,"September",40,26,2,5,2,0,0,"HB","GBR","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit",253,NA,0,"Transient-Party",69.71,0,0,"Check-Out","2016-10-03","Cynthia Stone","CynthiaStone@verizon.com","227-536-6201","************3535"
"City Hotel",1,111,2016,"October",42,10,1,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit",234,NA,0,"Transient-Party",120,0,0,"Canceled","2016-10-07","Lisa Stone","Lisa_S@xfinity.com","715-591-7248","************1256"
"Resort Hotel",0,1,2016,"January",5,30,0,1,2,0,1,"BB","PRT","Direct","Direct",0,0,0,"A","D",0,"No Deposit",NA,NA,0,"Transient",45,0,1,"Check-Out","2016-01-31","Lisa Garza","Lisa_G41@yahoo.com","544-442-5774","************6816"
"Resort Hotel",0,81,2017,"January",3,16,1,2,1,0,0,"BB","PRT","Direct","Direct",0,0,1,"A","A",0,"No Deposit",NA,NA,0,"Transient",30,0,1,"Check-Out","2017-01-19","Alexis Jensen","Jensen.Alexis38@yahoo.com","773-424-2035","************1429"
"City Hotel",1,35,2016,"August",35,25,1,3,3,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",161.78,0,1,"Canceled","2016-07-30","Mary Thompson","Mary.T80@comcast.net","777-709-8391","************3977"
"Resort Hotel",0,7,2016,"January",4,23,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","D",0,"No Deposit",NA,NA,0,"Transient",40,0,0,"Check-Out","2016-01-24","William Jones","Jones_William43@yandex.com","353-789-1913","************6657"
"City Hotel",0,69,2017,"January",5,29,2,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",97.4,1,1,"Check-Out","2017-02-03","Steve Bruce","Steve.B52@gmail.com","231-138-3715","************7832"
"City Hotel",1,143,2017,"April",15,12,0,4,3,0,0,"BB","CZE","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",173.25,0,0,"Canceled","2016-12-13","Suzanne Long","Suzanne.L@gmail.com","185-236-8820","************2950"
"City Hotel",0,112,2016,"May",19,6,0,2,1,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","D",0,"No Deposit",NA,NA,0,"Transient",99,1,1,"Check-Out","2016-05-08","Joshua Fisher","Joshua_Fisher65@outlook.com","678-997-1262","************3050"
"City Hotel",1,8,2017,"April",14,5,0,1,1,0,0,"SC","CHE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",114,0,2,"No-Show","2017-04-05","Catherine Thompson","Catherine_Thompson@xfinity.com","232-449-8098","************4856"
"Resort Hotel",0,52,2016,"November",46,10,0,3,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit",6,NA,0,"Transient",29,0,0,"Check-Out","2016-11-13","Jason Johnson","Jason.J62@comcast.net","653-203-0961","************7262"
"City Hotel",0,3,2016,"June",24,6,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",0,"No Deposit",NA,238,0,"Transient",65,1,0,"Check-Out","2016-06-07","Connie Madden","Connie_Madden@aol.com","932-452-0193","************3551"
"City Hotel",1,27,2017,"June",24,12,1,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",141.75,0,1,"Canceled","2017-05-19","Tammy Hunter","TammyHunter@yandex.com","485-094-5618","************4741"
"City Hotel",0,272,2017,"August",33,18,0,2,2,0,0,"SC","NLD","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit",9,NA,0,"Transient",89.1,0,1,"Check-Out","2017-08-20","Brian Barr","Barr_Brian@yandex.com","673-382-1012","************5455"
"City Hotel",0,207,2016,"October",41,4,0,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",108.9,0,2,"Check-Out","2016-10-05","Michael Sullivan","MichaelSullivan99@comcast.net","836-730-5953","************1900"
"City Hotel",0,5,2015,"August",34,16,2,3,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit",9,NA,0,"Contract",162,1,2,"Check-Out","2015-08-21","David Mejia","David_M@xfinity.com","641-909-4657","************9119"
"Resort Hotel",0,124,2017,"August",33,16,2,7,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",240,NA,0,"Transient",262,0,3,"Check-Out","2017-08-25","Jenna Rose","JRose@comcast.net","777-562-0544","************1266"
"City Hotel",1,47,2016,"April",16,12,0,1,1,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",9,NA,0,"Transient",99.9,0,0,"Canceled","2016-03-21","Megan Chaney","Megan.C@xfinity.com","867-328-3813","************7954"
"City Hotel",1,166,2016,"November",45,1,0,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund",236,NA,0,"Transient",110,0,0,"Canceled","2016-07-13","Donald Colon","Colon.Donald@verizon.com","974-856-2652","************7840"
"City Hotel",0,0,2016,"August",36,29,1,0,2,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit",9,NA,0,"Transient",164,0,0,"Check-Out","2016-08-30","Wayne Silva","Wayne.S79@hotmail.com","539-123-7788","************5475"
"Resort Hotel",0,1,2016,"August",35,27,1,1,2,0,0,"BB","EGY","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",306,NA,0,"Transient",122.89,0,0,"Check-Out","2016-08-29","Sonya Edwards","Edwards_Sonya55@aol.com","318-052-2598","************5590"
"Resort Hotel",1,134,2017,"April",15,13,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"D","D",1,"No Deposit",3,NA,0,"Transient-Party",95.4,0,1,"Canceled","2017-03-10","Jeremy Ramos","JRamos@gmail.com","470-437-2654","************4805"
"Resort Hotel",0,0,2016,"February",8,15,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit",240,NA,0,"Transient",48,0,1,"Check-Out","2016-02-16","Rachel Jensen","Rachel_J@gmail.com","981-516-8061","************9779"
"Resort Hotel",0,10,2015,"November",46,8,2,4,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit",240,NA,0,"Transient",71.33,0,0,"Check-Out","2015-11-14","Sherry Ochoa","Sherry.O29@aol.com","382-776-3271","************6570"
"Resort Hotel",0,56,2016,"June",25,13,1,1,3,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit",242,NA,0,"Transient",164,0,1,"Check-Out","2016-06-15","Matthew Franklin","MatthewFranklin@zoho.com","586-455-9043","************5471"
"City Hotel",0,108,2016,"April",18,30,2,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit",7,NA,0,"Transient",77.03,0,1,"Check-Out","2016-05-03","Dennis Bauer","Dennis_Bauer@mail.com","756-691-8911","************7958"
"Resort Hotel",1,227,2017,"August",33,14,1,5,2,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","C",1,"No Deposit",240,NA,0,"Transient",208.67,0,1,"Canceled","2017-02-17","Dawn Wolfe","DawnWolfe@yahoo.com","678-330-5353","************3434"
"City Hotel",0,5,2016,"May",22,24,0,2,2,0,0,"BB","URY","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit",NA,78,0,"Transient-Party",110,0,0,"Check-Out","2016-05-26","Melissa Mendoza","MMendoza61@protonmail.com","864-446-5619","************2146"
"Resort Hotel",1,83,2016,"February",6,4,1,3,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit",240,NA,0,"Transient",98,0,0,"Canceled","2016-01-09","Teresa Ortega","TOrtega28@yahoo.com","209-573-8528","************1201"
"Resort Hotel",1,222,2017,"May",21,25,2,7,2,0,0,"HB","IRL","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit",240,NA,0,"Transient",133.1,0,1,"Canceled","2016-11-14","Mrs. Carrie Carney","Mrs._Carney@protonmail.com","722-651-8888","************7570"
"City Hotel",0,2,2016,"March",11,7,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit",86,NA,0,"Transient",87,0,1,"Check-Out","2016-03-10","Tony Beck","Tony_B@protonmail.com","692-115-8313","************5179"
